Register Number,Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Device used for studing,Library Usage,Sleep hours,Classroom engagement level,Peer interaction level
REG01068,Male,4.2,88.5,79.46,74.95,73.42,71.16,69.49,71.2,68.08,62.47,71.28,3,yes,yes,Text books,no,6-8 hrs,Medium,Medium
REG01069,Male,7.7,89.4,54.86,59.27,56.71,60.18,62.31,66.38,63.68,69.28,61.58,5,yes,yes,"Mobile, Text books",yes,2-4 hrs,Low,Low
REG01070,Male,6,88.8,75.58,77.23,76.11,76.63,75.53,74.12,71.68,71.81,74.84,3,yes,yes,"Laptops, Text books",no,6-8 hrs,High,Medium
REG01071,Male,4.5,71.5,50.8,52.12,51.65,52.85,50.95,54.19,53.62,57.32,52.94,6,yes,no,Mobile,yes,4-6 hrs,Medium,Medium
REG01072,Male,4,78.3,74.81,75.78,75.31,74.26,72.5,73.97,76.49,74.83,74.74,5,yes,no,Mobile,yes,4-6 hrs,Medium,Low
REG01073,Male,4.7,88.6,54.61,57.39,53.4,52.02,56.6,53.18,51.74,53.25,54.02,0,yes,yes,Mobile,yes,4-6 hrs,High,Medium
REG01074,Male,3.5,82.3,77.02,77.7,78.78,83.12,83.52,86.32,90.21,91.99,83.58,2,yes,yes,"Mobile, Text books",no,6-8 hrs,Low,Medium
REG01075,Other,0.5,73.4,74.55,69.47,68.38,68.24,66.77,61.59,65.12,59.34,66.68,0,yes,yes,"Laptops, Mobile, Text books",yes,>8 hrs,Low,Medium
REG01076,Male,8.6,85.7,56.36,59.43,59.58,58.53,57.43,58.71,58.96,62,58.88,4,yes,no,"Laptops, Mobile",no,4-6 hrs,Low,Low
REG01077,Male,4.8,76.3,57.97,57.97,56.93,58.66,58.76,60.88,54.74,56.13,57.76,7,yes,no,Text books,yes,4-6 hrs,Medium,Medium
REG01078,Female,5.3,96.4,65.76,64.15,66.85,66.79,70.47,67.42,75.03,73.31,68.72,3,yes,yes,Text books,no,4-6 hrs,Medium,Medium
REG01079,Male,4.4,94.4,55.41,52.68,55.57,53.47,55.82,57.89,55.03,54.25,55.02,3,no,no,Text books,yes,4-6 hrs,High,High
REG01080,Female,3,86.8,69.54,69.05,73.21,73.15,73.5,70.53,72.67,70.5,71.52,4,yes,no,Mobile,no,6-8 hrs,Medium,High
REG01081,Female,4.1,92.9,70.26,66.86,69.52,66.69,64.2,59.42,59.36,56.84,64.14,4,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,High,Low
REG01082,Male,1.3,82.5,71.03,71.4,75.98,74.98,80.12,80.26,80.71,84.71,77.4,3,no,yes,Text books,yes,6-8 hrs,Medium,Medium
REG01083,Male,9.1,88.1,61.11,63.59,65.21,75.28,69.74,73.42,75.32,80.32,70.5,7,yes,no,"Laptops, Mobile, Text books",yes,6-8 hrs,High,High
REG01084,Female,2,93.8,73.56,76.52,73.82,75.16,74.68,73.69,75.22,76.17,74.85,0,yes,yes,"Mobile, Text books",no,2-4 hrs,Medium,Low
REG01085,Female,2.4,84,49.75,50.96,53.35,57.76,56.68,65.81,67.82,67.68,58.73,3,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG01086,Male,3.6,80,54.67,53.76,52.28,55.32,55.54,54.36,51.99,53.08,53.88,5,no,no,Mobile,yes,2-4 hrs,High,Medium
REG01087,Female,7.1,68.4,73.54,74.05,75.31,71.64,69.64,70.48,66.15,63.31,70.52,5,yes,no,"Mobile, Text books",yes,6-8 hrs,High,High
REG01088,Male,4.5,81.3,54.8,53.35,55.19,54.34,56.42,53.66,55.61,53.81,54.65,3,yes,yes,Laptops,yes,>8 hrs,Low,Medium
REG01089,Other,2,88.6,73.4,71.66,67.47,68.6,66.01,63.1,61.9,59.85,66.5,3,yes,no,"Laptops, Mobile, Text books",yes,4-6 hrs,Medium,Low
REG01090,Male,7,89.6,78.63,77.2,77.13,72.63,74.63,75.15,71.96,77.6,75.62,2,yes,no,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG01091,Female,6,86,72.2,74.08,67.64,67.38,69.6,73.72,70.99,66.8,70.3,2,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG01092,Female,5.6,77.7,65.38,63.33,62.81,66.41,65.63,63.06,64.97,68.39,65,5,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG01093,Female,5.9,66.2,74.62,77.11,77.34,72.35,77.98,76.92,72.75,70.7,74.97,2,yes,yes,"Laptops, Text books",yes,6-8 hrs,High,Medium
REG01094,Female,9.3,78,67.95,69.06,68.98,70.3,70.85,67.27,66.27,68.79,68.68,5,yes,yes,"Mobile, Text books",yes,6-8 hrs,Low,Low
REG01095,Male,8.9,79.6,72.95,72.43,76.65,76.34,79.1,82.46,83.49,85.95,78.67,0,no,no,Laptops,no,4-6 hrs,High,High
REG01096,Male,3.1,79.5,62.81,65.56,66.23,63.66,65.54,66.99,66.58,71.42,66.1,4,yes,yes,Laptops,no,6-8 hrs,High,High
REG01097,Male,7.7,86.9,68.55,68.21,75.5,75.92,81.45,78.45,84.09,83.58,76.97,3,yes,yes,"Mobile, Text books",no,>8 hrs,Medium,High
REG01098,Male,5.3,97.9,53.31,49.81,49.81,49.79,53.41,54.23,54.71,50.76,51.98,6,yes,yes,"Laptops, Mobile",yes,2-4 hrs,Medium,High
REG01099,Female,5.5,83,64.79,57.91,61.23,60.79,61.56,57.34,61.06,62.08,60.84,9,no,yes,Laptops,yes,4-6 hrs,Low,Low
REG01100,Male,1.1,80.3,48.5,49.15,51.39,50.1,49,52.07,50.93,47.96,49.89,7,yes,yes,Mobile,yes,>8 hrs,Medium,Medium
REG01101,Male,4.2,79.9,65.89,60.73,59.35,55.9,53.58,48.76,51.03,50.68,55.74,3,yes,no,Laptops,no,4-6 hrs,Low,Medium
REG01102,Other,2.9,83,51.05,52.26,53.04,51.15,52.23,52.24,52.99,54.32,52.41,6,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG01103,Female,6.2,75.4,73.7,76.14,76.56,75.86,74.91,76.13,74.82,75.78,75.49,2,yes,yes,Text books,yes,6-8 hrs,Medium,High
REG01104,Female,6.6,83,60.91,54.95,57.14,47.66,50.05,41.48,44.54,43.81,50.07,4,yes,no,Mobile,yes,4-6 hrs,Medium,Medium
REG01105,Other,0.5,85.6,56.17,59.22,56.39,57.67,59.91,58.71,60.58,58.75,58.42,3,yes,no,"Mobile, Text books",no,6-8 hrs,High,Low
REG01106,Male,4.5,83.7,63.37,59.6,60.28,52.58,52.25,51.24,54.22,45.61,54.89,3,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
REG01107,Male,6.7,85.7,65.64,62.5,64.99,63.05,63.82,62.09,63.71,65.08,63.86,1,yes,yes,Laptops,no,2-4 hrs,Low,Medium
REG01108,Female,4.1,85.5,57.4,56.11,52.51,55.38,45.27,46.73,42.05,44.16,49.95,3,yes,yes,"Laptops, Mobile, Text books",yes,>8 hrs,Medium,Medium
REG01109,Female,6,67.8,64.6,59.46,61.31,61.39,62.63,59.1,63.4,64.17,62.01,5,yes,yes,"Laptops, Mobile",no,6-8 hrs,Medium,High
REG01110,Male,5.2,87.1,65.24,60.32,60.77,59.33,54.88,52.15,52.43,49.54,56.83,4,yes,no,Laptops,no,>8 hrs,Medium,Medium
REG01111,Female,5.2,76.6,68.23,69.93,68.07,67.43,69.05,73.99,68.81,72.61,69.77,4,yes,yes,Mobile,no,4-6 hrs,Medium,Medium
REG01112,Male,4,73.2,57.93,62.71,60.11,61.02,63.64,64.68,68.93,71.29,63.79,2,yes,yes,Mobile,yes,>8 hrs,Low,Medium
REG01113,Male,2.1,73.2,49.71,53.84,53.03,50.39,48.2,51.85,55.28,52.96,51.91,6,yes,yes,"Laptops, Mobile",yes,>8 hrs,Medium,High
REG01114,Female,2.3,85.5,62.47,62.3,64.03,64.64,64.89,67.09,66.54,61.92,64.24,2,no,yes,"Laptops, Text books",yes,4-6 hrs,High,High
REG01115,Female,5.9,80.2,59.3,59.97,60.18,54.64,62.52,58.89,62.16,59.89,59.69,2,yes,no,Mobile,yes,4-6 hrs,High,Medium
REG01116,Female,4.5,68.5,58.06,52.36,53.88,55.69,55.95,57.54,57.06,55.52,55.76,8,yes,yes,Mobile,yes,4-6 hrs,High,Medium
REG01117,Male,4.2,85.8,75.2,80.09,77.53,83.42,86.02,83.26,85.77,89.36,82.58,2,yes,yes,Mobile,no,6-8 hrs,Low,Medium
REG01118,Female,3.7,70.5,53.57,56.15,56.46,54.87,55.19,57.39,55.08,52,55.09,4,yes,no,Laptops,no,>8 hrs,High,Medium
REG01119,Male,3.9,83.1,56.91,53.77,55.01,57.43,57.52,58.72,57.3,57.05,56.71,4,yes,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG01120,Male,6.6,83.9,68.48,71.58,73.05,71.62,73.74,78.94,79.99,86.63,75.5,2,yes,yes,"Laptops, Mobile, Text books",no,6-8 hrs,Medium,Medium
REG01121,Female,3.8,89.1,71.52,72.63,75.04,75.79,81.27,80.3,83.9,85.85,78.29,3,yes,yes,Text books,no,6-8 hrs,Medium,Medium
REG01122,Female,1.8,96.3,51.82,52,52.23,46.55,44.16,42.35,44.08,40.55,46.72,2,yes,no,"Laptops, Mobile, Text books",yes,6-8 hrs,Low,High
REG01123,Female,6,71.1,61.35,67.73,67.72,65.77,69.65,73.44,74.65,70.48,68.85,0,yes,no,Laptops,no,2-4 hrs,Low,Low
REG01124,Female,4.1,81.6,60.94,64.13,60.4,65.43,64.69,66.61,71.33,72.77,65.79,4,yes,yes,"Mobile, Text books",yes,2-4 hrs,Medium,Medium
REG01125,Female,4.6,79.8,77.15,78.57,82.43,83.73,85.05,86.85,89.34,90.24,84.17,0,yes,no,Mobile,yes,6-8 hrs,Medium,Low
REG01126,Female,7.7,85.5,76.51,73.36,67.05,69.2,67.19,64.99,61.86,58.26,67.3,0,yes,yes,Text books,no,4-6 hrs,Medium,High
REG01127,Male,4.5,83.7,64.37,66.56,63.6,62.66,62.09,63.5,66.33,60.48,63.7,5,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG01128,Male,5.1,79.2,77.85,81.43,76.33,76.08,69.35,72.96,73.24,70.34,74.7,3,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG01129,Male,2.1,78.5,74.83,73.45,72.28,73.19,66.37,62.67,66.78,60.22,68.72,4,yes,yes,Text books,no,>8 hrs,Medium,Medium
REG01130,Male,4.1,73.1,70.12,70.47,67.35,73.24,65.77,66.62,69.13,67.59,68.79,1,yes,no,"Laptops, Mobile",yes,4-6 hrs,Low,High
REG01131,Female,5.7,89.9,67.18,68.6,64.21,64.77,63.58,63.5,63.95,61.09,64.61,6,yes,no,Mobile,yes,4-6 hrs,High,Medium
REG01132,Female,1.4,85.7,55.48,59.14,55.49,55.6,55.58,56.8,58.54,63.31,57.49,7,yes,yes,Mobile,yes,6-8 hrs,High,Low
REG01133,Male,4.9,89.3,58.02,60.18,63.21,65.48,66.09,68.32,64.18,71.49,64.62,1,yes,no,"Laptops, Mobile, Text books",yes,6-8 hrs,Low,Low
REG01134,Male,4.7,79.5,66.38,70.18,68.39,66.62,65.1,65.63,65.75,67.57,66.95,3,yes,no,Mobile,no,4-6 hrs,Medium,Medium
REG01135,Female,4.6,76.7,77.58,77.65,77.42,79.56,81.53,78.71,76.72,79.25,78.55,2,no,no,"Laptops, Mobile",yes,4-6 hrs,High,Low
REG01136,Male,6.6,73.4,55.32,57.39,53.37,58.06,56,55.21,57.58,52.79,55.72,4,yes,no,"Laptops, Text books",no,2-4 hrs,Medium,High
REG01137,Female,5.2,84.9,57.02,54.84,58.26,60.86,56.24,57.02,56.43,56.8,57.18,7,yes,no,Laptops,yes,6-8 hrs,Medium,Medium
REG01138,Female,7.5,73.7,60.19,63.37,57.35,58.35,55.91,53.06,55.71,50.15,56.76,4,no,yes,Mobile,yes,4-6 hrs,High,High
REG01139,Female,2.5,96.8,69.3,71.38,69.99,73.55,67.28,71.87,70.35,67.67,70.17,4,yes,no,Mobile,yes,>8 hrs,High,Medium
REG01140,Female,4.8,71.5,56.18,49.24,58.28,50.21,48.2,50.7,42.94,45.63,50.17,1,yes,no,Laptops,yes,4-6 hrs,Medium,Medium
REG01141,Female,4.7,84.2,59.75,53.96,58.59,58.57,56.44,56.67,53.92,57.75,56.96,3,yes,no,"Mobile, Text books",no,6-8 hrs,Medium,Medium
REG01142,Male,2.4,94.5,66.71,68.21,67.89,69.82,74.71,76.75,76.78,78.27,72.39,2,yes,no,Mobile,yes,6-8 hrs,High,High
REG01143,Female,6.4,86.8,61.38,62.39,59.29,58.2,52.65,51.63,46.14,49.97,55.21,3,no,no,Laptops,yes,4-6 hrs,Medium,Low
REG01144,Female,9.1,83.4,59.78,62.38,55.36,57.42,52.27,48.16,47.58,43.96,53.36,5,yes,yes,Laptops,yes,6-8 hrs,Low,Medium
REG01145,Male,4.5,74.3,77.12,74.74,74.79,68.63,68.31,67.51,64.26,64.34,69.96,4,no,yes,"Laptops, Text books",yes,4-6 hrs,Medium,Medium
REG01146,Female,5.5,70.9,62.85,76.11,72.57,73.01,72.32,75.2,83.5,85.2,75.1,3,yes,yes,"Laptops, Mobile, Text books",no,4-6 hrs,High,Low
REG01147,Female,4.7,88.2,49.15,50.19,51.65,53.53,50.34,52.11,49.3,50.9,50.9,6,yes,yes,Laptops,yes,6-8 hrs,Medium,Medium
REG01148,Female,3.1,94,73.65,66.43,68.94,63.66,63.09,61.21,59.16,58.11,64.28,5,no,yes,Mobile,yes,6-8 hrs,Medium,Medium
REG01149,Female,0.9,78.5,74.05,77.33,74.5,76.5,74.53,79.4,77.42,78.09,76.48,0,yes,no,Laptops,no,4-6 hrs,Low,Medium
REG01150,Female,3.1,72.9,70.32,70.69,69.84,71.19,70.63,69.54,73.96,68.56,70.59,3,yes,no,"Laptops, Text books",yes,<2 hrs,Medium,Medium
REG01151,Female,1.7,62.3,65.76,65.04,63.72,69.02,64.96,59.78,62.83,62.74,64.23,2,yes,no,"Mobile, Text books",no,6-8 hrs,High,Medium
REG01152,Female,7.9,74.2,63.32,61.92,64.11,65.01,69.33,69.71,75.12,75.74,68.03,5,yes,yes,Laptops,yes,6-8 hrs,Medium,Low
REG01153,Female,4.3,81.1,73.15,73.73,74.02,74.78,74.49,72.32,75.77,73.43,73.96,5,yes,yes,Text books,yes,2-4 hrs,Low,Medium
REG01154,Female,3.8,94.8,65.69,69.75,64.31,58.16,57.51,60.04,57.68,53.23,60.8,5,yes,no,"Laptops, Mobile, Text books",no,<2 hrs,High,Medium
REG01155,Female,6.3,87.4,50.43,55.89,54.08,55.38,53.19,51.34,52.38,50.71,52.92,8,yes,no,"Laptops, Mobile, Text books",no,4-6 hrs,Medium,Medium
REG01156,Female,2.3,84.4,78.96,75.32,78.12,80.36,76.07,78.34,74.59,75.69,77.18,4,no,yes,Mobile,yes,>8 hrs,Medium,High
REG01157,Male,3,78.8,59.14,61.02,56.74,60.41,62.31,61.94,58.05,59.06,59.83,6,yes,yes,"Laptops, Mobile",yes,4-6 hrs,Low,Medium
REG01158,Female,4.6,77.3,59.21,61.57,66.04,68.22,69.66,69.59,76.08,72.44,67.85,2,yes,no,"Mobile, Text books",yes,4-6 hrs,Low,High
REG01159,Female,6.6,93.2,66.46,62.78,65.93,59.62,64.25,57.71,60.54,63.96,62.66,3,yes,no,Text books,yes,6-8 hrs,Medium,Low
REG01160,Male,5.5,83.6,53.9,52.72,45.6,46.2,44.52,40.44,40.57,39.1,45.38,7,yes,no,"Laptops, Mobile",yes,2-4 hrs,High,Low
REG01161,Female,5,65.2,67.28,67.8,70.51,66.1,67.73,69.48,67.15,69.23,68.16,4,yes,yes,"Laptops, Text books",no,6-8 hrs,Medium,High
REG01162,Male,4.7,76.6,75.76,75.19,76.84,77.99,77.88,76.65,77.32,79.12,77.09,1,yes,no,"Laptops, Text books",yes,6-8 hrs,Medium,Low
REG01163,Male,5.3,75.1,73.3,74.06,77.53,78.83,80.45,80.41,79.17,78.25,77.75,1,yes,no,Text books,yes,4-6 hrs,Low,Low
REG01164,Female,4.9,77.6,64.43,59.18,59.28,59.09,62.08,64.99,57.16,57.42,60.45,0,yes,yes,Laptops,no,>8 hrs,Low,Low
REG01165,Male,2.4,86.5,64.29,69.49,63.87,68.93,67.85,64.8,67.05,63.3,66.2,4,yes,yes,"Laptops, Text books",no,4-6 hrs,Medium,Low
REG01166,Female,4.6,81.1,54.75,53.76,57.61,51.71,50.53,56.9,50.46,54.69,53.8,2,yes,yes,Mobile,yes,4-6 hrs,Low,High
REG01167,Female,2.4,81.4,63.52,63,67.87,64.51,67.96,69.74,75.82,76.74,68.64,5,yes,yes,Mobile,no,6-8 hrs,Medium,High
REG01168,Female,4.7,92.5,65.16,61.34,60.69,56.49,58.09,56.09,52.11,50.32,57.54,6,yes,no,Laptops,no,6-8 hrs,Medium,Medium
REG01169,Male,3.5,76.4,56.65,55.82,59.46,58.16,60.49,60.02,62.46,59.86,59.11,5,yes,no,Text books,yes,6-8 hrs,Low,Medium
REG01170,Male,9.6,96.9,56.72,60.71,58.36,54.11,60.22,60.09,59.34,58.55,58.51,5,no,yes,"Mobile, Text books",yes,4-6 hrs,High,High
REG01171,Female,4.4,76.6,65.81,70.36,65.26,66.48,68.64,66.23,66.49,68,67.16,6,yes,yes,Laptops,yes,6-8 hrs,Medium,Low
REG01172,Other,1.7,82.7,61.91,63.16,65.51,63.76,68.07,66.31,64.36,62.06,64.39,6,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG01173,Female,4.2,79.8,50.2,51.4,46.78,51.66,49.32,49.66,52.57,47.47,49.88,1,yes,yes,Mobile,yes,4-6 hrs,Medium,Medium
REG01174,Male,5.5,83,80.41,82.96,73.84,77.72,79.4,80.81,77.1,77.66,78.74,4,yes,yes,Text books,no,4-6 hrs,Low,Medium
REG01175,Female,7.8,85.6,55.49,53.5,55.06,53.13,51.64,54.63,50.1,51.8,53.17,5,yes,yes,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG01176,Female,3.3,85.5,81.55,74,75.87,73.61,68.31,70.13,67.11,67.89,72.31,3,yes,yes,"Laptops, Mobile, Text books",yes,4-6 hrs,High,High
REG01177,Female,1.3,76,66.86,67.26,64.15,65.68,67.16,66.51,68.95,67.66,66.78,4,yes,no,"Laptops, Mobile",yes,2-4 hrs,Medium,High
REG01178,Male,6.1,73,71.31,73.19,74.31,74.16,70.04,69.76,67.08,69.48,71.17,2,no,yes,Laptops,yes,6-8 hrs,Low,High
REG01179,Female,1.7,100,58.53,56.6,51.61,53.2,48.54,48.03,45.03,46.82,51.04,0,yes,yes,Text books,no,>8 hrs,Low,High
REG01180,Female,3.6,78.1,73.65,74.79,75.21,79.04,82.32,82.73,84.75,84.81,79.66,1,yes,yes,Mobile,yes,4-6 hrs,Low,Low
REG01181,Other,4,87.6,73.7,71.99,68.26,70.1,69.4,68.22,67.86,71.1,70.08,0,no,no,Laptops,no,<2 hrs,Medium,High
REG01182,Male,4.4,69.1,55.68,56.13,60.67,60.73,58.99,66.26,65.39,68.43,61.54,0,yes,yes,"Mobile, Text books",no,>8 hrs,Medium,High
REG01183,Female,5.9,79.8,70.47,68.54,66.53,65.97,67.24,66.68,68.8,67.66,67.74,6,yes,no,Laptops,yes,4-6 hrs,High,Medium
REG01184,Female,3.1,81,70.2,73.09,70.87,71.1,72.2,69.73,73.43,71.76,71.55,1,yes,no,"Mobile, Text books",yes,6-8 hrs,Medium,High
REG01185,Male,4,85.8,58.99,58.15,64.17,65.24,68.72,69.73,73.58,75.27,66.73,4,yes,no,Text books,no,4-6 hrs,Medium,Medium
REG01186,Female,4.5,60.2,72.68,74.92,76.76,78.32,81.82,83.04,82.55,87.37,79.68,3,yes,yes,Laptops,yes,6-8 hrs,Medium,High
REG01187,Female,4.8,83.3,51.47,48.37,47.95,45.24,44.19,40.6,35.92,36.41,43.77,8,yes,no,"Mobile, Text books",yes,4-6 hrs,Medium,Medium
REG01188,Male,4.7,72.8,55.75,53.88,58.95,55.67,54.59,56.18,53.58,56.39,55.62,5,no,no,"Laptops, Mobile, Text books",yes,>8 hrs,Low,Medium
REG01189,Male,5.4,84.6,79.72,80.55,81.17,86.43,84.18,87.45,91.67,91.62,85.35,0,yes,no,Laptops,yes,>8 hrs,Low,Low
REG01190,Female,6.2,73.7,83.14,84.2,80.5,79.83,79.11,81.46,84.19,83.38,81.98,4,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,High
REG01191,Male,5.3,75.2,72.6,71.88,70.48,69.02,70.51,72.23,68.92,70.87,70.81,2,yes,no,"Laptops, Text books",yes,6-8 hrs,Low,Low
REG01192,Female,5.4,79.8,64.74,61.61,63.37,61.31,65.91,59.31,63.66,60.16,62.51,4,yes,yes,Text books,no,2-4 hrs,High,Medium
REG01193,Male,1.3,73.6,73.26,71.56,66.33,65.17,62.61,61.18,59.06,59.65,64.85,4,yes,yes,"Mobile, Text books",no,6-8 hrs,High,Medium
REG01194,Female,4.6,78.2,56.23,54.7,52.18,55.44,53.14,55.24,53.08,54.52,54.32,2,yes,yes,Text books,yes,4-6 hrs,Medium,Medium
REG01195,Male,5.5,72.5,56.4,60.11,61.24,60.98,66.58,67.64,69.89,71.83,64.33,5,no,no,"Mobile, Text books",yes,2-4 hrs,Medium,Low
REG01196,Female,6,67.3,56.35,53.92,52.59,56.13,53.79,56.37,58.09,57.11,55.54,7,yes,no,Laptops,yes,6-8 hrs,Medium,Low
REG01197,Other,3.1,90.1,56.72,54.55,60.6,62.92,68.47,67.12,65.09,71.09,63.32,1,no,no,Laptops,yes,2-4 hrs,Medium,Medium
REG01198,Other,3.2,71.6,77.45,84.7,85.12,85.04,86.21,89.13,91.71,92.89,86.53,2,yes,yes,"Mobile, Text books",no,6-8 hrs,Medium,Medium
REG01199,Female,3.4,80.6,64.83,57.71,55.24,55.36,53.85,54.01,48.31,48.05,54.67,7,yes,no,"Laptops, Text books",no,4-6 hrs,Low,Medium
REG01200,Male,5.6,88,67.47,65.16,65.26,65.17,67.03,63.08,65.73,68.11,65.88,0,yes,yes,"Mobile, Text books",no,>8 hrs,High,Low
REG01201,Female,6.6,77.1,65.35,64.91,65.88,64.32,63.17,67.73,65.2,67.5,65.51,5,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,High
REG01202,Male,3.7,75.4,62.1,58.21,55.96,54.81,52.25,46.59,47.61,48.39,53.24,2,yes,no,Text books,yes,>8 hrs,Medium,Medium
REG01203,Male,6.3,83.8,59.92,58.51,58.82,55.26,53.03,49.47,52.06,49.25,54.54,4,yes,yes,Text books,yes,>8 hrs,Low,Medium
REG01204,Male,4.7,90.9,63.8,65.83,68.03,64.45,61.42,64.35,62.95,63.62,64.31,3,yes,no,"Laptops, Mobile, Text books",yes,<2 hrs,High,High
REG01205,Female,4.3,72.6,61.13,65.51,68.63,69.53,68.69,71.64,75.62,78.29,69.88,1,yes,no,"Laptops, Mobile",yes,4-6 hrs,High,Medium
REG01206,Female,4.1,80.8,56.58,53.36,60.99,61.56,63.9,63.78,67.5,65.14,61.6,2,yes,yes,Mobile,yes,6-8 hrs,Medium,High
REG01207,Female,6,68.1,81.08,75.81,74.61,74.44,76.43,74,80.59,73.62,76.32,2,yes,no,Text books,yes,4-6 hrs,High,Medium
REG01208,Male,5.2,78.9,71.71,75.68,69.91,73.86,70.9,73.64,76.7,75.89,73.54,5,yes,yes,"Laptops, Text books",yes,6-8 hrs,Medium,Medium
REG01209,Male,9.1,82.3,76.19,74.23,78.95,73.86,73.33,76.28,71.88,75.7,75.05,3,yes,yes,Text books,yes,2-4 hrs,Medium,Medium
REG01210,Other,2.8,75.2,66.14,65.2,67.57,61.45,59.09,56.69,52.13,52.98,60.16,0,yes,no,"Laptops, Mobile",yes,6-8 hrs,High,Medium
REG01211,Male,5.5,78.3,48.85,54.7,57.21,55.92,53.83,51.14,53.48,53.54,53.58,5,yes,no,Mobile,yes,6-8 hrs,Medium,Low
REG01212,Male,3.4,70.7,55.9,55.9,62.35,62.99,64.04,63.14,66.79,74.32,63.18,4,yes,yes,"Laptops, Mobile",yes,>8 hrs,Medium,Low
REG01213,Male,2.8,82.6,68.67,59.81,63.78,60.6,62.05,62.33,59.72,66.06,62.88,2,yes,no,"Mobile, Text books",no,4-6 hrs,High,Medium
REG01214,Female,4.5,90.4,77.91,79.97,83.5,80.54,86.8,86.99,88.2,88.66,84.07,1,yes,no,"Laptops, Text books",yes,4-6 hrs,Low,Medium
REG01215,Female,4.8,73.2,57.83,60.12,63.44,62.65,66.23,67.01,66.93,66.73,63.87,4,yes,no,Text books,no,4-6 hrs,High,High
REG01216,Male,10,77,58.03,53.33,56.77,56.58,56.7,52.01,55.6,54.24,55.41,1,yes,yes,Laptops,no,4-6 hrs,High,Medium
REG01217,Male,4.1,86,63.2,59.49,56.03,56.05,50.37,46.44,50.59,43.68,53.23,3,yes,yes,"Mobile, Text books",no,6-8 hrs,Low,Medium
REG01218,Female,2.2,91.7,78.32,77.9,84.22,83.94,86.05,89.86,88,92.44,85.09,0,yes,yes,"Laptops, Mobile, Text books",yes,6-8 hrs,Low,Medium
REG01219,Female,5,70.1,55.97,58.1,59.45,59.61,64.2,65.72,62.57,68.91,61.82,2,yes,yes,Mobile,no,6-8 hrs,High,Low
REG01220,Male,0.5,80.6,64.28,69.45,66.6,67.42,69.37,67.08,67.16,65.35,67.09,4,yes,no,Laptops,yes,4-6 hrs,Low,Low
REG01221,Female,4.3,84.3,53.15,54.52,54.06,50.57,58.15,54.51,54.58,52.83,54.05,5,yes,no,Mobile,yes,<2 hrs,High,Medium
REG01222,Male,4.5,81.2,59.21,57.98,57.57,54.14,56.01,52.04,48.74,43.89,53.7,6,yes,yes,"Laptops, Mobile",yes,6-8 hrs,Medium,High
REG01223,Male,6.1,62.2,81.16,76.89,75.79,76.42,79.53,77.48,76.72,76.51,77.56,0,yes,no,Text books,yes,6-8 hrs,Low,Medium
REG01224,Female,6.4,86,76.53,74.04,79.2,75.11,74.48,74.27,79.64,74.91,76.02,2,yes,no,"Laptops, Mobile",no,>8 hrs,Medium,High
REG01225,Male,3.5,94.2,55.01,57.45,60.82,61.39,62.62,67.5,68.88,70.6,63.03,3,yes,no,Mobile,no,6-8 hrs,Medium,High
REG01226,Female,4.2,82.9,55.72,52.09,51.37,54.52,52.19,49.9,52.31,50.67,52.35,1,no,yes,Text books,yes,4-6 hrs,Low,High
REG01227,Male,3,73.8,50.39,54.11,47.81,50.21,48.37,49.61,48.95,51.86,50.16,3,yes,no,"Mobile, Text books",yes,4-6 hrs,Medium,Medium
REG01228,Male,2.2,77.9,70.32,65.95,63.82,70.98,66.79,72.02,69.63,70.08,68.7,3,yes,yes,Laptops,yes,6-8 hrs,Low,High
REG01229,Other,5.1,96.2,64.7,64.33,58.32,62,62.42,57.37,56.96,54.5,60.08,4,yes,yes,Mobile,no,4-6 hrs,Medium,Low
REG01230,Male,2,89.3,70.21,69.23,66.62,70.72,64.4,64.43,64.56,62.83,66.62,4,yes,no,Laptops,yes,6-8 hrs,Medium,High
REG01231,Female,3.7,87.1,54.1,56.36,57.16,54.29,56.45,56.45,55.92,55.67,55.8,1,yes,no,"Laptops, Mobile",yes,6-8 hrs,Medium,Medium
REG01232,Male,2.5,84.9,73.33,69.53,72.54,74.05,71.38,71.48,76.29,76,73.08,1,yes,yes,"Mobile, Text books",yes,6-8 hrs,Medium,Medium
